Timestamp,Src_IP,Dst_IP,Protocol,Src_Port,Dst_Port,Packet_Size,Packet_Rate,Byte_Rate,Unique_IP_Count,Label
2024-11-25 20:40:07,155.6.151.126,77.16.70.72,UDP,20857,80,376,80.01740072177772,3766.8250817268936,3,Normal
2024-11-25 20:40:08,33.164.115.236,146.53.60.206,TCP,36164,22,763,40.2883766181984,2326.734365147355,4,Normal
2024-11-25 20:40:09,82.22.157.228,219.52.254.127,TCP,22319,80,352,78.1262475513521,4010.5513811257315,2,Normal
2024-11-25 20:40:10,220.60.15.59,245.170.159.127,UDP,61182,443,1138,93.48431095654963,2877.3709974206067,4,Normal
2024-11-25 20:40:11,88.135.87.162,48.226.80.197,TCP,2302,80,1367,38.17859257296698,4542.164921025823,1,Normal
2024-11-25 20:40:12,13.2.23.65,159.145.247.166,TCP,15161,22,447,38.80469206862173,4935.945769345595,1,Normal
2024-11-25 20:40:13,30.200.156.2,173.25.214.125,UDP,37895,22,751,52.091541936783514,6188.855505687366,5,Normal
2024-11-25 20:40:14,79.57.40.84,251.180.162.23,TCP,7601,22,963,37.40609883608708,6884.841114652707,4,Normal
2024-11-25 20:40:15,46.132.176.205,5.78.206.74,TCP,53514,80,232,36.62166020671535,1147.4244056198106,5,Normal
2024-11-25 20:40:16,119.189.134.11,152.128.71.42,UDP,10345,80,1087,64.36021508484082,1378.3916650720182,1,Normal
2024-11-25 20:40:17,240.173.115.208,245.241.108.228,UDP,28018,443,1187,56.01649844818805,8422.344013965172,3,Normal
2024-11-25 20:40:18,230.181.244.93,112.184.50.6,TCP,34030,80,528,29.51843540217592,1689.89404265527,5,Normal
2024-11-25 20:40:19,144.101.107.111,151.164.85.241,TCP,32794,443,61,57.158869686110684,6929.112738771284,4,Normal
2024-11-25 20:40:20,83.254.149.86,151.208.21.71,UDP,28314,22,615,79.70051259245497,5065.1959362244415,5,Normal
2024-11-25 20:40:21,199.125.249.245,238.151.57.99,TCP,62096,443,214,28.417610352760082,9752.490579434638,4,Normal
2024-11-25 20:40:22,77.46.54.70,126.127.67.149,TCP,6879,22,364,92.0038900457142,9482.649188373216,5,Normal
2024-11-25 20:40:23,233.194.241.43,234.152.255.234,UDP,3575,80,662,16.950704612095485,4439.904072525741,2,Normal
2024-11-25 20:40:24,188.182.83.151,226.251.137.219,UDP,23843,443,315,34.323059301523145,3136.0714386071622,1,Normal
2024-11-25 20:40:25,183.139.240.73,43.214.208.106,UDP,57724,22,512,29.596542475578588,7405.859297600033,1,Normal
2024-11-25 20:40:26,81.76.98.119,137.236.118.75,UDP,45380,22,356,41.13283564926344,1353.8924625181967,4,Normal
2024-11-25 20:40:27,190.183.100.229,191.155.220.115,TCP,40241,80,74,91.8011147984235,3197.6817356589895,5,Normal
2024-11-25 20:40:28,229.112.247.13,31.51.165.29,TCP,45914,22,1335,34.237691726077564,8603.16419348413,3,Normal
2024-11-25 20:40:29,21.11.21.248,58.175.181.88,TCP,62976,22,1202,94.8267484776476,6509.963927001415,2,Normal
2024-11-25 20:40:30,127.203.238.36,160.231.107.219,UDP,37571,22,1291,55.432754433215244,3540.189367608645,3,Normal
2024-11-25 20:40:31,225.225.6.24,169.216.189.94,UDP,65380,22,452,72.43381957564893,1370.9942476194576,5,Normal
2024-11-25 20:40:32,21.213.117.16,144.204.59.116,TCP,58314,22,677,94.9982799434574,8889.120076235955,2,Normal
2024-11-25 20:40:33,246.250.57.124,146.181.111.20,TCP,30684,22,1159,75.73345739608646,1607.1901145936476,4,Normal
2024-11-25 20:40:34,128.137.182.83,245.83.217.135,UDP,29614,80,532,24.6088908891984,6208.783650053815,2,Normal
2024-11-25 20:40:35,70.67.191.247,97.220.184.231,UDP,5178,80,1457,90.06195390104632,7190.922189529231,1,Normal
2024-11-25 20:40:36,124.25.139.235,219.40.161.151,TCP,28821,443,1274,18.228450326823477,1925.2362753369832,4,Normal
2024-11-25 20:40:37,243.241.109.10,227.244.137.171,UDP,60837,22,281,32.98559595787466,8240.798858320677,3,Normal
2024-11-25 20:40:38,156.148.93.117,137.234.51.202,TCP,44985,443,597,45.94898765940961,1083.0435937914199,2,Normal
2024-11-25 20:40:39,152.60.108.91,37.224.179.217,TCP,13028,22,196,80.96214120126344,4389.204412532479,3,Normal
2024-11-25 20:40:40,37.208.82.157,49.38.227.89,UDP,33981,22,655,58.868284993979124,1432.371311640588,3,Normal
2024-11-25 20:40:41,61.26.26.101,251.171.179.147,UDP,13599,80,1041,83.80114094563629,5215.739678973821,3,Normal
2024-11-25 20:40:42,72.17.163.98,209.77.117.148,TCP,12339,443,1357,71.73294174962822,4436.697503419902,1,Normal
2024-11-25 20:40:43,30.215.126.46,52.183.253.74,TCP,57235,443,1197,39.1262049331942,4751.273230181092,4,Normal
2024-11-25 20:40:44,123.202.12.90,231.122.118.149,TCP,18516,22,191,46.65790879959798,5025.032487731036,4,Normal
2024-11-25 20:40:45,127.142.11.157,103.145.103.92,UDP,25173,443,986,11.7572033816633,6144.513090210662,2,Normal
2024-11-25 20:40:46,47.55.204.116,146.248.248.24,TCP,63924,443,1190,95.83424137559865,2099.6611055013764,5,Normal
2024-11-25 20:40:47,254.198.190.145,250.66.186.177,UDP,28458,443,644,39.5256301808154,1937.2130166305221,1,Normal
2024-11-25 20:40:48,245.62.131.104,80.159.131.15,TCP,21567,22,501,47.916230164758076,7779.66703710167,1,Normal
2024-11-25 20:40:49,245.137.125.168,140.96.25.255,UDP,24528,22,1485,90.5437083418864,7807.725519647482,1,Normal
2024-11-25 20:40:50,23.13.26.69,141.165.123.35,UDP,19940,443,521,99.30700495794116,1664.6281075217084,2,Normal
2024-11-25 20:40:51,136.18.164.152,91.8.123.255,UDP,13444,22,1337,42.30384428995833,6357.845597446735,2,Normal
2024-11-25 20:40:52,141.14.55.41,24.166.148.133,TCP,57380,443,1005,55.847095398234174,4471.5667853330715,1,Normal
2024-11-25 20:40:53,69.41.32.200,152.60.151.33,TCP,34096,22,1479,65.99184127103211,1363.2040289151678,3,Normal
2024-11-25 20:40:54,149.91.223.231,216.96.84.80,UDP,40434,443,900,64.48066571571148,4811.873128426183,4,Normal
2024-11-25 20:40:55,220.76.239.239,64.60.9.184,TCP,37729,80,134,85.89370946936681,6470.367031022429,1,Normal
2024-11-25 20:40:56,153.222.86.191,3.171.107.232,TCP,15234,443,624,99.56631849721269,7112.775174440797,3,Normal
2024-11-25 20:40:57,83.152.6.141,85.121.233.92,UDP,57821,80,626,52.319131952928636,4632.3221950523275,2,Normal
2024-11-25 20:40:58,88.194.167.117,16.196.35.24,TCP,48970,443,155,58.971616498799314,3288.2565447039724,1,Normal
2024-11-25 20:40:59,141.242.209.104,211.228.191.72,UDP,54381,80,1384,51.6361561383467,7037.770795190304,3,Normal
2024-11-25 20:41:00,177.68.34.110,149.246.36.206,TCP,4886,22,102,73.98056232120982,6470.337435154589,1,Normal
2024-11-25 20:41:01,33.223.246.89,186.7.224.230,TCP,48807,443,996,41.98836500691174,4738.853891990125,5,Normal
2024-11-25 20:41:02,244.216.61.208,150.38.154.240,TCP,27789,443,1154,37.4556189226405,8380.05432643771,2,Normal
2024-11-25 20:41:03,199.42.131.232,89.41.87.44,UDP,3193,22,650,54.96329842659247,4217.550389158301,5,Normal
2024-11-25 20:41:04,105.11.65.79,252.182.115.162,TCP,48471,80,1358,62.2738808408201,5262.588817693864,1,Normal
2024-11-25 20:41:05,211.97.131.81,172.83.190.153,UDP,44518,22,457,59.68963658713487,8729.675774426021,1,Normal
2024-11-25 20:41:06,81.141.41.183,125.24.132.13,TCP,55278,22,478,96.63636024742938,2988.017042862929,2,Normal
2024-11-25 20:41:07,65.25.182.84,145.214.129.6,UDP,18404,22,695,93.72280332397087,6499.154005844629,3,Normal
2024-11-25 20:41:08,240.82.106.243,231.67.107.23,TCP,53711,22,108,95.59269094417883,8954.941112224737,1,Normal
2024-11-25 20:41:09,10.15.136.178,195.130.113.141,TCP,36643,80,199,74.70940045192678,3704.685811844998,4,Normal
2024-11-25 20:41:10,155.1.167.43,117.153.75.115,TCP,60731,80,1125,10.312156455368317,1683.2124209322792,5,Normal
2024-11-25 20:41:11,23.110.228.177,15.124.6.63,UDP,3426,80,643,76.30056624940612,3318.390470124223,5,Normal
2024-11-25 20:41:12,251.54.110.140,216.35.21.200,UDP,64954,22,904,28.72091106299838,8709.220542004177,1,Normal
2024-11-25 20:41:13,145.172.62.100,149.128.24.82,TCP,56137,80,352,28.384605563813327,8670.032013787064,3,Normal
2024-11-25 20:41:14,97.74.82.3,194.191.208.201,TCP,39744,80,312,53.9197182400159,7202.980630074331,5,Normal
2024-11-25 20:41:15,126.216.183.72,26.118.24.102,TCP,62885,80,1247,87.06853440738523,4108.391918177405,1,Normal
2024-11-25 20:41:16,251.239.132.144,101.28.51.99,TCP,21844,80,62,85.75181200980487,3234.6865339544192,4,Normal
2024-11-25 20:41:17,51.181.60.101,126.90.14.27,UDP,52572,80,390,75.99097652989471,4130.42567470155,3,Normal
2024-11-25 20:41:18,167.249.100.8,37.181.139.168,UDP,38042,80,583,51.19744326069964,3403.549368064339,1,Normal
2024-11-25 20:41:19,49.154.134.22,246.233.170.90,TCP,56223,22,112,49.27569913406492,5198.895282600293,3,Normal
2024-11-25 20:41:20,156.27.39.147,207.107.11.73,UDP,6415,443,807,18.84651293168978,3474.4604252767176,2,Normal
2024-11-25 20:41:21,188.224.77.105,163.0.143.63,TCP,62651,443,1147,66.1467349441433,4745.205783242487,2,Normal
2024-11-25 20:41:22,138.211.215.80,103.239.33.254,UDP,4957,80,515,38.66330962514833,6204.659189627842,3,Normal
2024-11-25 20:41:23,102.104.167.5,163.95.103.158,UDP,28170,22,1470,17.731345623298438,3456.976892854698,4,Normal
2024-11-25 20:41:24,153.23.230.37,83.141.219.219,TCP,41385,80,810,87.13383757126353,6752.193737920511,3,Normal
2024-11-25 20:41:25,251.119.118.18,65.183.96.222,UDP,1877,443,1291,63.895669986415626,6765.592846440892,2,Normal
2024-11-25 20:41:26,122.72.98.180,104.156.95.211,TCP,48360,443,502,57.27369233076358,5590.18754409933,1,Normal
2024-11-25 20:41:27,157.207.4.195,120.90.114.180,UDP,56715,80,1302,77.33456284498804,7428.595482409935,1,Normal
2024-11-25 20:41:28,35.217.226.246,228.198.189.33,UDP,14782,80,147,79.00645715253803,9411.725024816018,3,Normal
2024-11-25 20:41:29,9.153.130.162,102.206.174.169,UDP,38540,22,711,15.207584028368995,2025.4882143714924,1,Normal
2024-11-25 20:41:30,171.115.11.252,214.151.3.38,UDP,44099,22,1368,64.23329302626638,1842.1693538691059,4,Normal
2024-11-25 20:41:31,240.17.160.3,131.43.191.177,UDP,48985,443,316,61.0787636583093,3907.498275048943,2,Normal
2024-11-25 20:41:32,96.253.224.238,93.51.56.74,TCP,62761,80,1061,60.73819699333975,8616.316260941032,2,Normal
2024-11-25 20:41:33,179.228.213.4,240.235.108.234,UDP,58896,80,127,62.11814739667491,9086.051170834846,3,Normal
2024-11-25 20:41:34,63.17.42.23,37.136.1.228,TCP,62862,80,1248,78.86780036998518,6667.686428787329,5,Normal
2024-11-25 20:41:35,251.75.58.137,140.41.124.48,UDP,26609,22,918,68.30881623535473,4172.913914150202,4,Normal
2024-11-25 20:41:36,43.116.100.152,156.238.36.235,TCP,6166,22,1394,11.081386840922264,6973.988205996706,3,Normal
2024-11-25 20:41:37,207.177.187.26,106.0.72.152,TCP,2493,80,1367,48.25081092735084,5222.334333739185,3,Normal
2024-11-25 20:41:38,51.109.165.25,226.78.51.218,TCP,65344,443,269,76.16673647951025,1129.1867344936356,4,Normal
2024-11-25 20:41:39,228.175.8.127,98.123.202.19,UDP,44134,80,837,31.558948978437545,6769.969088706092,3,Normal
2024-11-25 20:41:40,30.125.96.207,206.65.150.123,UDP,40386,443,1475,96.52422509223774,1183.351282419067,2,Normal
2024-11-25 20:41:41,217.29.86.244,159.174.230.218,TCP,45725,80,276,74.37527605720338,8987.189514706872,1,Normal
2024-11-25 20:41:42,18.11.97.7,170.52.134.173,TCP,64505,80,682,76.5062036673233,4510.350266945704,5,Normal
2024-11-25 20:41:43,238.230.56.167,94.206.93.76,UDP,50594,80,444,88.60791869520698,6149.672244282907,5,Normal
2024-11-25 20:41:44,167.102.54.235,128.254.92.182,UDP,46102,443,1363,97.56026745510982,2653.0790806886444,2,Normal
2024-11-25 20:41:45,17.245.151.228,70.48.142.92,TCP,28900,80,1193,62.7478478240495,8364.985851600759,4,Normal
2024-11-25 20:41:46,118.108.78.3,247.205.161.156,UDP,46348,80,1418,99.72671885303193,6317.547947995047,2,Normal
2024-11-25 20:41:47,204.80.178.13,5.70.43.40,TCP,25736,80,818,32.01898105184818,9126.01302931745,3,Normal
2024-11-25 20:41:48,248.48.123.208,65.253.147.73,TCP,28321,443,547,20.275069372688883,6182.359106615428,5,Normal
2024-11-25 20:41:49,25.175.193.107,76.13.85.111,TCP,19782,443,535,60.415877334046804,3584.057488616576,1,Normal
2024-11-25 20:41:50,37.234.163.82,38.85.53.112,UDP,59306,22,432,47.317359357759216,1078.8398911133631,4,Normal
2024-11-25 20:41:51,216.194.158.33,69.114.13.100,UDP,19359,443,780,23.840279044539347,1056.6781573006306,3,Normal
2024-11-25 20:41:52,185.53.171.255,125.61.245.106,TCP,42902,22,1421,28.982545662666087,3854.8416636734555,3,Normal
2024-11-25 20:41:53,83.244.62.207,59.230.42.105,TCP,35985,443,48,68.16064738643072,6802.633389892585,4,Normal
2024-11-25 20:41:54,80.225.48.219,98.55.173.3,UDP,53226,80,1494,39.92723907653172,2230.147587228126,4,Normal
2024-11-25 20:41:55,187.117.6.168,243.59.202.64,TCP,34245,443,175,85.58998795962034,9036.690506593466,3,Normal
2024-11-25 20:41:56,146.201.132.77,53.79.128.18,TCP,54755,443,606,61.817644411698396,7863.705677956914,3,Normal
2024-11-25 20:41:57,48.87.155.15,196.105.9.79,TCP,31771,443,257,18.12935286537038,4808.150278876728,2,Normal
2024-11-25 20:41:58,54.158.96.204,153.179.147.14,UDP,29264,443,907,30.554557801230576,4330.823185894999,1,Normal
2024-11-25 20:41:59,120.6.86.98,72.76.200.180,UDP,31871,80,1123,77.70615068535517,6595.6526118920965,1,Normal
2024-11-25 20:42:00,53.114.140.111,56.157.149.99,UDP,25990,22,1115,62.5794825291773,5896.404423637858,5,Normal
2024-11-25 20:42:01,130.133.92.91,43.176.105.109,UDP,46792,22,1139,13.005047868487786,3884.040349417346,3,Normal
2024-11-25 20:42:02,149.141.191.52,210.89.202.50,UDP,62992,80,874,67.87348667276328,5898.5678976628715,3,Normal
2024-11-25 20:42:03,64.31.25.57,64.112.141.91,UDP,46601,22,350,40.29263444968453,7223.581316464263,3,Normal
2024-11-25 20:42:04,79.196.203.156,248.253.242.127,TCP,44748,443,793,24.355898445368858,5702.925426813891,4,Normal
2024-11-25 20:42:05,3.181.63.188,234.241.42.12,TCP,5306,22,1319,87.1508804609985,6314.1820486687975,3,Normal
2024-11-25 20:42:06,153.98.138.252,27.198.31.110,UDP,48839,443,484,70.63676994543479,6800.955360152216,1,Normal
2024-11-25 20:42:07,24.242.249.26,39.103.199.111,TCP,2203,80,1483,85.81603616451157,8084.608692972583,2,Normal
2024-11-25 20:42:08,129.243.13.83,241.61.215.235,UDP,58178,22,893,80.95770005733762,7417.002014665306,5,Normal
2024-11-25 20:42:09,19.111.246.4,80.86.38.140,UDP,17998,80,304,41.28044461927816,3406.741751619642,3,Normal
2024-11-25 20:42:10,245.124.94.115,30.145.212.167,UDP,43065,80,1358,25.5613916929599,7477.106024886231,2,Normal
2024-11-25 20:42:11,230.172.105.24,56.106.64.106,UDP,60445,80,1190,48.42177738703486,5925.626563077617,1,Normal
2024-11-25 20:42:12,140.113.235.195,218.241.78.112,UDP,64514,22,166,52.16496979146013,2523.691361037391,4,Normal
2024-11-25 20:42:13,88.242.142.49,200.65.40.57,TCP,17306,22,405,11.610040911059576,8967.776623497968,1,Normal
2024-11-25 20:42:14,128.202.222.55,135.101.94.146,UDP,35338,443,456,90.86599079238019,7858.9915164386775,4,Normal
2024-11-25 20:42:15,243.6.101.234,4.167.31.90,UDP,10261,80,830,22.8655791683106,2030.4803740849964,3,Normal
2024-11-25 20:42:16,194.28.208.57,59.209.247.204,TCP,38495,80,449,27.285071503021403,4544.1551589500905,1,Normal
2024-11-25 20:42:17,198.10.237.9,172.45.83.73,UDP,23457,443,711,32.22062795449048,7157.556828676425,4,Normal
2024-11-25 20:42:18,111.81.13.150,168.230.246.211,TCP,26892,80,1359,47.50282825580364,3516.481758932409,5,Normal
2024-11-25 20:42:19,55.201.28.182,134.37.163.153,TCP,51769,22,853,52.53535947403763,1285.5905205867882,3,Normal
2024-11-25 20:42:20,45.69.220.150,222.86.212.100,UDP,14023,22,74,78.87850273433722,7673.802606649457,3,Normal
2024-11-25 20:42:21,125.210.134.208,39.245.233.81,UDP,23952,443,1013,31.88405043708441,1370.3299974252595,2,Normal
2024-11-25 20:42:22,51.236.27.11,119.205.127.20,UDP,9777,443,1216,92.86490419525589,7218.123334389813,3,Normal
2024-11-25 20:42:23,12.197.55.197,20.130.194.20,TCP,34316,443,1160,18.71652183470181,3785.093438323567,3,Normal
2024-11-25 20:42:24,170.202.25.245,179.184.143.157,UDP,8098,22,488,19.86447391338361,9289.1988768686,5,Normal
2024-11-25 20:42:25,153.191.171.172,132.164.80.5,UDP,19038,22,84,88.75647530127765,4188.963628820803,5,Normal
2024-11-25 20:42:26,62.92.17.176,74.150.170.135,TCP,61736,22,973,82.9142914394104,2758.8887053068565,4,Normal
2024-11-25 20:42:27,139.152.215.78,230.46.149.58,TCP,62808,443,954,82.66473503787473,7412.843630194741,5,Normal
2024-11-25 20:42:28,234.13.251.200,7.73.23.202,UDP,11527,22,296,29.827015172744495,1527.7160755059233,3,Normal
2024-11-25 20:42:29,56.210.77.229,116.211.132.29,UDP,19626,22,1420,50.72328367111491,5497.483224531127,1,Normal
2024-11-25 20:42:30,183.198.250.23,62.129.20.160,TCP,7783,443,754,46.77310308381453,8311.703773297155,1,Normal
2024-11-25 20:42:31,74.71.129.224,197.42.85.155,UDP,53378,443,243,54.10688264943523,9051.241442225055,2,Normal
2024-11-25 20:42:32,42.2.129.77,3.243.187.25,TCP,26145,443,520,25.902322311644546,7194.339605908758,4,Normal
2024-11-25 20:42:33,68.230.56.120,96.210.197.235,UDP,10223,80,1252,85.2921925165781,4988.238688259298,1,Normal
2024-11-25 20:42:34,215.127.168.6,52.254.159.60,UDP,31771,22,109,58.961832540466496,7825.3992145095435,4,Normal
2024-11-25 20:42:35,41.34.58.73,203.138.54.62,TCP,43094,443,1114,38.89069631881998,3750.3486915285584,5,Normal
2024-11-25 20:42:36,100.79.75.12,94.181.194.76,UDP,48248,443,1211,87.15580939392161,6511.660637018075,5,Normal
2024-11-25 20:42:37,243.173.39.81,127.201.169.135,UDP,40399,22,882,77.09862690518462,8023.727857765358,2,Normal
2024-11-25 20:42:38,181.105.99.156,230.44.146.198,TCP,13816,22,597,97.47499210905092,3740.7109886970584,4,Normal
2024-11-25 20:42:39,253.96.60.44,43.228.20.7,TCP,14837,22,1246,72.24292425467311,5465.260828597058,3,Normal
2024-11-25 20:42:40,28.18.45.117,223.134.115.92,UDP,6409,443,1132,22.664652653014404,4025.997537105091,5,Normal
2024-11-25 20:42:41,78.65.137.9,160.168.81.201,TCP,38631,22,394,19.242125181148452,6325.2195308068995,4,Normal
2024-11-25 20:42:42,223.91.29.233,148.48.149.226,TCP,12125,22,552,14.771034683937593,9946.920878412791,5,Normal
2024-11-25 20:42:43,253.162.136.143,238.95.240.107,UDP,60306,443,496,26.27159128307787,2022.7531834567098,2,Normal
2024-11-25 20:42:44,103.162.108.98,225.204.100.64,TCP,47874,80,639,17.20249442205095,9246.253810766386,3,Normal
2024-11-25 20:42:45,196.235.73.197,200.170.127.241,TCP,41033,80,753,31.811437275946904,1033.4693836426134,4,Normal
2024-11-25 20:42:46,49.241.13.184,132.101.138.210,UDP,54783,80,171,11.174733387002055,6605.69970082968,5,Normal
2024-11-25 20:42:47,69.59.251.186,100.212.41.196,TCP,45751,443,372,87.66615407807417,6826.642230348182,2,Normal
2024-11-25 20:42:48,26.48.70.121,54.62.111.135,UDP,24758,443,203,68.84955364353337,7440.24105008308,3,Normal
2024-11-25 20:42:49,76.11.253.129,175.111.3.142,TCP,16878,22,230,68.86499798274608,1295.7027791882042,4,Normal
2024-11-25 20:42:50,250.62.208.37,134.233.77.28,UDP,53481,80,980,90.32658740793215,1866.870059403264,3,Normal
2024-11-25 20:42:51,88.6.192.144,137.81.210.6,UDP,29927,80,613,16.449095903524125,5817.512138050327,3,Normal
2024-11-25 20:42:52,22.28.89.147,177.208.147.66,TCP,23004,443,217,92.39982965798217,1694.0995702107716,1,Normal
2024-11-25 20:42:53,41.177.196.37,178.222.255.207,TCP,37988,443,234,11.749319224281686,4580.9395415238,5,Normal
2024-11-25 20:42:54,212.2.31.236,187.28.247.235,TCP,33836,80,1254,50.84821017474425,4488.950011089237,3,Normal
2024-11-25 20:42:55,122.157.3.68,53.133.176.205,UDP,18434,22,1121,91.69066570369193,6048.247773582613,5,Normal
2024-11-25 20:42:56,25.0.93.162,179.170.43.219,TCP,2485,80,1139,63.73501631944829,4186.306022058308,5,Normal
2024-11-25 20:42:57,16.236.59.151,154.137.199.17,UDP,39420,80,784,22.042861455091913,3571.9569795654156,3,Normal
